141,42
142,2
155,2
194,2
199,2
200,41
268,41
275,43
349,2
375,2
400,2
24043,41
29730,43
45734,2
73327,2
110197,2
164789,1
164802,1
164803,1
164824,1
164867,1
164874,1
164932,1
164943,1
164954,1
164956,1
164959,1
165041,1
165043,1
165066,1
165076,1
165085,1
165086,1
165118,1
165138,1
165141,1
165155,1
165172,1
165192,1
165198,1
165261,1
165265,1
165275,1
165278,1
165330,1
165360,1
165368,1
165392,1
165423,1
165443,1
165491,1
165527,1
165547,1
165550,1
165557,1
165565,1
165580,1
165585,1
165632,1
165657,1
165709,1
165744,1
165756,1
165820,1
165822,1
165830,1
165839,1
165851,1
165890,1
165927,1
165960,1
165963,1
165984,1
166053,1
166063,1
166064,1
166067,1
166073,1
166121,1
166124,1
166137,1
166143,1
166154,1
166185,1
166186,1
166208,1
166215,1
166252,1
166263,1
166266,1
166291,1
166292,1
166303,1
166314,1
166322,1
166329,1
166331,1
166339,1
166357,1
166359,1
166388,1
166408,1
166420,1
166452,1
166463,1
166468,1
166479,1
166502,1
166515,1
166538,1
166539,1
166561,1
166569,1
166572,1
166575,1
166589,1
166601,1
166605,1
166618,1
166647,1
166688,1
166718,1
166732,1
166771,1
166822,1
166837,1
166857,1
166887,1
166907,1
166963,1
166982,1
166998,1
167005,1
167023,1
167036,1
167050,1
167053,1
167121,1
167152,1
167191,1
167243,1
167256,1
167283,1
167294,1
167319,1
167322,1
167327,1
167338,1
167362,1
167369,1
167403,1
167436,1
167440,1
167441,1
167458,1
167459,1
167463,1
167464,1
167477,1
167491,1
167501,1
167508,1
167537,1
167545,1
167547,1
167587,1
167641,1
167654,1
167661,1
167676,1
167706,1
167710,1
167735,1
167750,1
167792,1
167828,1
167829,1
167865,1
167875,1
167877,1
167899,1
167913,1
167915,1
167936,1
167963,1
167972,1
167991,1
168057,1
168072,1
168116,1
168119,1
168134,1
168144,1
168157,1
168203,1
168207,1
168223,1
168243,1
168288,1
168304,1
168334,1
168438,1
168460,1
168473,1
168478,1
168480,1
168486,1
168502,1
168507,1
168523,1
168524,1
168558,1
168560,1
168570,1
168610,1
168614,1
168628,1
168652,1
168658,1
168673,1
168693,1
